wave,var,label
2016,outcome2_day,2nd visit: Weekday
2016,outcome2_month,2nd visit: Month
2016,outcome2_time,2nd visit: Time
2016,outcome3,3rd visit: Interim outcome
2016,outcome3_day,3rd visit: Weekday
2016,outcome3_month,3rd visit: Month
2016,outcome3_time,3rd visit: Time
2016,outcome4,4th visit: Interim outcome
2016,outcome4_day,4th visit: Weekday
2016,outcome4_month,4th visit: Month
2016,outcome4_time,4th visit: Time
2016,outcome5,5th visit: Interim outcome
2016,outcome5_day,5th visit: Weekday
2016,outcome5_month,5th visit: Month
2016,outcome5_time,5th visit: Time
2016,q1001,How much has crisis affected household in 5 years (subjective)
2016,q1002_97,How much has crisis affected household in 5 years (objective) - Ref
2016,q1002_99,How much has crisis affected household in 5 years (objective) - DK
2016,q1002a,How much has crisis affected household in 5 years (objective) - head lost job
2016,q1002b,How much has crisis affected household in 5 years (objective) - other lost job
2016,q1002c,How much has crisis affected household in 5 years (objective) - business closed
2016,q1002d,How much has crisis affected household in 5 years (objective) - working hours re
2016,q1002e,How much has crisis affected household in 5 years (objective) - wages delayed or
2016,q1002f,How much has crisis affected household in 5 years (objective) - wages or pension
2016,q1002g,How much has crisis affected household in 5 years (objective) - second job
2016,q1002h,How much has crisis affected household in 5 years (objective) - increased hours
2016,q1002i,How much has crisis affected household in 5 years (objective) - new job
2016,q1003,By how much in Euros was your wage or pension reduced
2016,q1004,What was your wage or pension in Euros before the cuts
2016,q1005_97,Which of these are responsible for the economic crisis - Ref
2016,q1005_99,Which of these are responsible for the economic crisis  - DK
2016,q1005_other,Which of these are responsible for the economic crisis - other (specified)
2016,q1005a,Which of these are responsible for the economic crisis - Pasok
2016,q1005b,Which of these are responsible for the economic crisis - Nea Dimokratia
2016,q1005c,Which of these are responsible for the economic crisis - the EU
2016,q1005d,Which of these are responsible for the economic crisis - the IMF
2016,q1005e,Which of these are responsible for the economic crisis - the ECB
2016,q1005f,Which of these are responsible for the economic crisis - Germany
2016,q1005g,Which of these are responsible for the economic crisis - foreign banks
2016,q1005h,Which of these are responsible for the economic crisis - Greek elite
2016,q1005h1,Which of these are responsible for the economic crisis - the greek people
2016,q1005i,Which of these are responsible for the economic crisis - no one is responsible
2016,q1005j,Which of these are responsible for the economic crisis - other (specify)
2016,q1006_93,In the past 5 years has anyone in your household had to undertake the following
2016,q1006_97,In the past 5 years has anyone in your household had to undertake the following
2016,q1006_99,In the past 5 years has anyone in your household had to undertake the following
2016,q1006a,In the past 5 years has anyone in your household had to undertake the following
2016,q1006b,In the past 5 years has anyone in your household had to undertake the following
2016,q1006c,In the past 5 years has anyone in your household had to undertake the following
2016,q1006d,In the past 5 years has anyone in your household had to undertake the following
2016,q1006e,In the past 5 years has anyone in your household had to undertake the following
2016,q1006f,In the past 5 years has anyone in your household had to undertake the following
2016,q1006g,In the past 5 years has anyone in your household had to undertake the following
2016,q1006h,In the past 5 years has anyone in your household had to undertake the following
2016,q1006i,In the past 5 years has anyone in your household had to undertake the following
2016,q1006j,In the past 5 years has anyone in your household had to undertake the following
2016,q1006k,In the past 5 years has anyone in your household had to undertake the following
2016,q1006l,In the past 5 years has anyone in your household had to undertake the following
2016,q1006m,In the past 5 years has anyone in your household had to undertake the following
2016,q1006n,In the past 5 years has anyone in your household had to undertake the following
2016,q1006o,In the past 5 years has anyone in your household had to undertake the following
2016,q1006p,In the past 5 years has anyone in your household had to undertake the following
2016,q1006q,In the past 5 years has anyone in your household had to undertake the following
2016,q1006r,In the past 5 years has anyone in your household had to undertake the following
2016,q1006s,In the past 5 years has anyone in your household had to undertake the following
2016,q1006t,In the past 5 years has anyone in your household had to undertake the following
2016,q1006u,In the past 5 years has anyone in your household had to undertake the following
2016,q1007,Did you have savings in 2010 that could be used to cover expenses during period
2016,q1008,Which party did you vote for in the October 2009 national parliamentary election
2016,q1008_other,Which party did you vote for in the October 2009 national parliamentary election
2016,q1009,Which party did you vote for in the June 2012 national parliamentary elections?
2016,q1009_other,Which party did you vote for in the June 2012 national parliamentary elections?-
2016,q1010,Which party did you vote for in the January 2015 national parliamentary election
2016,q1010_other,Which party did you vote for in the January 2015 national parliamentary election
2016,q1011,How did you vote in the July 2015 referendum?
2016,q1012,Which party did you vote for in the September 2015 national parliamentary electi
2016,q1012_other,Which party did you vote for in the September 2015 national parliamentary electi
2016,q101_11,More than 10 household members
2016,q102_1,Living in the household for the past six months - household member 1
2016,q102_10,Living in the household for the past six months - household member 10
2016,q102_2,Living in the household for the past six months - household member 2
2016,q102_3,Living in the household for the past six months - household member 3
2016,q102_4,Living in the household for the past six months - household member 4
2016,q102_5,Living in the household for the past six months - household member 5
2016,q102_6,Living in the household for the past six months - household member 6
2016,q102_7,Living in the household for the past six months - household member 7
2016,q102_8,Living in the household for the past six months - household member 8
2016,q102_9,Living in the household for the past six months - household member 9
2016,q103_1,Gender - household member 1
2016,q103_10,Gender - household member 10
2016,q103_2,Gender - household member 2
2016,q103_3,Gender - household member 3
2016,q103_4,Gender - household member 4
2016,q103_5,Gender - household member 5
2016,q103_6,Gender - household member 6
2016,q103_7,Gender - household member 7
2016,q103_8,Gender - household member 8
2016,q103_9,Gender - household member 9
2016,q104_1,Relation with household head -  household member 1
2016,q104_10,Relation with household head -  household member 10
2016,q104_2,Relation with household head -  household member 2
2016,q104_3,Relation with household head -  household member 3
2016,q104_4,Relation with household head -  household member 4
2016,q104_5,Relation with household head -  household member 5
2016,q104_6,Relation with household head -  household member 6
2016,q104_7,Relation with household head -  household member 7
2016,q104_8,Relation with household head -  household member 8
2016,q104_9,Relation with household head -  household member 9
2016,q105_1,Age - household member 1
2016,q105_10,Age - household member 10
2016,q105_2,Age - household member 2
2016,q105_3,Age - household member 3
2016,q105_4,Age - household member 4
2016,q105_5,Age - household member 5
2016,q105_6,Age - household member 6
2016,q105_7,Age - household member 7
2016,q105_8,Age - household member 8
2016,q105_9,Age - household member 9
2016,q106_1,Main language - primary respondent
2016,q106_2,Main language - secondary respondent
2016,q106_3,Main language - sections 1 and 2 respondent
2016,q107_1,Marital status - primary respondent
2016,q107_2,Marital status - secondary respondent
2016,q107_3,Marital status - sections 1 and 2 respondent
2016,q108_1,Co-habiting with spouse/long-term partner - primary respondent
2016,q108_2,Co-habiting with spouse/long-term partner - secondary respondent
2016,q108_3,Co-habiting with spouse/long-term partner - sections 1 and 2 respondent
2016,q108_who_1,Respondent code of the spouse/long-term partner - primary respondent
2016,q108_who_2,Respondent code of the spouse/long-term partner - secondary respondent
2016,q108_who_3,Respondent code of the spouse/long-term partner - sections 1 and 2 respondent
2016,q109_1,Highest education completed -  primary respondent
2016,q109_2,Highest education completed - secondary respondent
2016,q109_3,Highest education completed - sections 1 and 2 respondent
2016,q110_1,Father's highest education completed - primary respondent
2016,q110_2,Father's highest education completed - secondary respondent
2016,q110_3,Father's highest education completed - sections 1 and 2 respondent
2016,q111_1,Mother's highest education completed - primary respondent
2016,q111_2,Mother's highest education completed - secondary respondent
2016,q111_3,Mother's highest education completed - sections 1 and 2 respondent
2016,q112_1,Who looks after - household member 1
2016,q112_10,Who looks after - household member 10
2016,q112_11,Nobody eligible for question
2016,q112_2,Who looks after - household member 2
2016,q112_3,Who looks after - household member 3
2016,q112_4,Who looks after - household member 4
2016,q112_5,Who looks after - household member 5
2016,q112_6,Who looks after - household member 6
2016,q112_7,Who looks after - household member 7
2016,q112_8,Who looks after - household member 8
2016,q112_9,Who looks after - household member 9
2016,q201,Primary respondent - (2.01) TYPE OF DWELLING
2016,q202a,Telephone
2016,q202b,Colour TV set
2016,q202c,Computer
2016,q202d,Washing machine
2016,q202e,Car
2016,q202f,Bicycle
2016,q202g,Motorcycle
2016,q203,Book
2016,q204,Home internet access
2016,q205,Afford heating
2016,q206a,Ownership of the dwelling
2016,q206b,First owner of the dwelling
2016,q206c,Second owner of the dwelling
2016,q206d,Third owner of the dwelling
2016,q206e,Fourth owner of the dwelling
2016,q206f,More than four owners of the dwelling
2016,q206g,Joint external owner
2016,q207,Year of acquisition of dwelling
2016,q208,Loan to purchase the house
2016,q209,Monthly repayment
2016,q210,Market rental price for dwelling owners
2016,q212,Year tenant has been renting the dwelling since
2016,q213,Monthly rent payment
2016,q214,Inclusion of utilities in rent
2016,q215,Cost of utilities
2016,q216,Estimated rent for those not paying rent
2016,q217a,Access in the dwelling to tap water
2016,q217b,Access in the dwelling to electricity (excluding for heat)
2016,q217c,Access in the dwelling to fixed telephone line
2016,q217d,Access in the dwelling to central heating or district heating
2016,q217e,Access in the dwelling to pipeline gas
2016,q218a,Satisfaction with the quality of service of tap water
2016,q218b,Satisfaction with the quality of service of electricity (excluding for heat)
2016,q218c,Satisfaction with the quality of service of fixed telephone line
2016,q218d,Satisfaction with the quality of service of central heating or district heating
2016,q218e,Satisfaction with the quality of service of pipeline gas
2016,q218f,Satisfaction with the quality of service of postal service
2016,q218g,Satisfaction with the quality of service of local roads
2016,q221a,"Monthly expenditure on food, beverage and tobacco"
2016,q221b,"Monthly expenditure on utilities (electricity, water, gas, heating, fixed line p"
2016,q221c,"Monthly expenditure on transportation (public transportation, fuel for car)"
2016,q222a,"Expenditure in the last 12 months on education (including tuition, books, kinder"
2016,q222b,Expenditure in the last 12 months on health (including medicines and health insu
2016,q222c,Expenditure in the last 12 months on clothing and footwear
2016,q222d,"Expenditure in the last 12 months on durable goods (e.g. furniture, household ap"
2016,q223,Household net monthly income
2016,q224a,Afford one week vacation
2016,q224b,"Afford meat, chicken or fish consumption every second day"
2016,q225a,Meeting unexpected expenses with money equivalent to domestic poverty threshold
2016,q225b,Meeting unexpected expenses with money equivalent to international poverty thres
2016,q401a,The economic situation in our country is better today than around 4 years ago
2016,q401b,The political situation in our country is better today than around 4 years ago
2016,q401c,I have done better in life than my parents
2016,q401d,My household lives better nowadays than around 4 years ago
2016,q401e,"All things considered, I am satisfied with my life now"
2016,q401f,Children who are born now will have a better life than my generation
2016,q401g,"On the whole, I am satisfied with the present state of the economy"
2016,q401h,The gap between the rich and the poor in our country should be reduced
2016,q401i,There is less corruption now than around 4 years ago
2016,q401j,"All things considered, I am satisfied with my job as a whole"
2016,q401k,"All things considered, I am satisfied with my financial situation as a whole"
2016,q402,"When thinking of current economic situation, what is your benchmark"
2016,q403,People can be trusted
2016,q404a,Trust - the Presidency
2016,q404b,Trust - the government / cabinet of ministers
2016,q404c,Trust - regional government
2016,q404d,Trust - local government
2016,q404e,Trust - the Parliament
2016,q404f,Trust - courts
2016,q404g,Trust - political parties
2016,q404h,Trust - armed forces
2016,q404i,Trust - the police
2016,q404j,Trust - banks and the financial system
2016,q404k,Trust - foreign investors
2016,q404l,Trust - non-governmental organizations
2016,q404m,Trust - trade unions
2016,q404n,Trust - religious institutions
2016,q405a,Trust - family living with you
2016,q405b,Trust - your neighbourhood
2016,q405c,Trust - people you meet for the first time
2016,q405d,Trust - foreigners
2016,q406a,First priority of government spending
2016,q406b,Second priority of government spending
2016,q407a,Would give more money to - improve public education
2016,q407b,Would give more money to - improve the public health system
2016,q407c,Would give more money to - combat climate change
2016,q407d,Would give more money to - help the needy
2016,q408_97,Deserve support from the government - Don't know
2016,q408_important,Most important group to receive support from the government
2016,q408a,Deserve support from the government - elderly
2016,q408b,Deserve support from the government disabled
2016,q408c,Deserve support from the government - war veterans
2016,q408d,Deserve support from the government - families with children
2016,q408e,Deserve support from the government - working poor
2016,q408f,Deserve support from the government - unemployed
2016,q408g,Deserve support from the government - nobody
2016,q409,Most important factor to succeed in the country
2016,q410,Main reason there are some people in need in the country
2016,q411,Statement about the economic system
2016,q412,Statement about the political system
2016,q413_95,(4.13) Three most important problems - Other
2016,q413_96,(4.13) Three most important problems - No problems
2016,q413_97,(4.13) Three most important problems - Don't know
2016,q413_important,Most important problem facing the country
2016,q413a,Three most important problems - health
2016,q413b,Three most important problems - crime
2016,q413c,Three most important problems - the economy
2016,q413d,Three most important problems - education
2016,q413e,Three most important problems - environment
2016,q413f,Three most important problems - corruption/bribery
2016,q413g,"Three most important problems - transportation, roads, infrastructure"
2016,q413h,Three most important problems - immigration
2016,q413i,Three most important problems - political instability and security
2016,q413j,Three most important problems - unemployment
2016,q414a,Important for the country - free and fair elections
2016,q414b,Important for the country - law and order
2016,q414c,Important for the country - freedom of speech
2016,q414d,Important for the country - peace and stability
2016,q414e,Important for the country - a press that is independent from the government
2016,q414f,Important for the country - a strong political opposition
2016,q414g,Important for the country - a courts system that treats all citizens equally
2016,q414h,Important for the country - equal rights for women as citizens
2016,q415a,Exist in the country - free and fair elections
2016,q415b,Exist in the country - law and order
2016,q415c,Exist in the country - freedom of speech
2016,q415d,Exist in the country - peace and stability
2016,q415e,Exist in the country - a press that is independent from the government
2016,q415f,Exist in the country - a strong political opposition
2016,q415g,Exist in the country - a courts system that treats all citizens equally
2016,q415h,Exist in the country - equal rights for women as citizens
2016,q416,Choice between country A and country B
2016,q417a,Incomes should be made more equal vs different
2016,q417b,Private vs government ownership of business and industry
2016,q417c,Competition is good vs harmful
2016,q417d,People should obey vs break the law
2016,q417e,"As citizens, we should be more active in questioning the actions of our authorit"
2016,q417f,There is no problem with the influence of wealthy individuals vs need for strict
2016,q417g,Financial support by companies to political parties and candidates should be ban
2016,q418,Opinion on immigrants
2016,q419a,Voted in the most recent local-level elections
2016,q419b,Voted in the most recent parliamentary elections
2016,q419c,Voted in the most recent presidential elections
2016,q420a,Most important influence on whom you voted for in the most recent local-level el
2016,q420b,Most important influence on whom you voted for in the most recent parliamentary
2016,q420c,Most important influence on whom you voted for in the most recent presidential e
2016,q421,Change in the gap between rich and poor
2016,q422,Why there was a change/no change in the gap between rich and poor
2016,q423,Likelihood of returned wallet
2016,q424,How often meet with friends and family from outside the household
2016,q425a,How important is the influence of connections - to get a good job in the governm
2016,q425b,How important is the influence of connections - to get a good job in the private
2016,q425c,How important is the influence of connections - to settle a dispute with a neigh
2016,q425d,How important is the influence of connections - to obtain permits or official pa
2016,q425e,How important is the influence of connections - to get into university
2016,q426a,Do you agree that - women are as competent as men to be business executives
2016,q426b,Do you agree that - men make better political leaders than women do
2016,q426c,Do you agree that - a woman should do most of the household chores even if the h
2016,q426d,Do you agree that - it is important that my daughter achieves university educati
2016,q426e,Do you agree that - it is important that my son achieves university education
2016,q426f,Do you agree that - my opinions are taken into account in decisions made by the
2016,q426g,Do you agree that - co-habiting partners should be married
2016,q426h,Do you agree that - it is better for everyone involved if the man earns the mone
2016,q427a,Who makes the decisions regarding - managing day-to-day spending and paying bill
2016,q427b,"Who makes the decisions regarding - making large household purchases (e.g. cars,"
2016,q427c,Who makes the decisions regarding - the way the children are raised
2016,q427d,Who makes the decisions regarding - social life and leisure activities
2016,q427e,"Who makes the decisions regarding - savings, investment and borrowing"
2016,q427f,Who makes the decisions regarding - looking after the children
2016,q428,Willingness to take risks
2016,q429_93,People you do not want to have as neighbours - None of these
2016,q429_99,People you do not want to have as neighbours - Refusal
2016,q429a,People you do not want to have as neighbours - families with children
2016,q429b,People you do not want to have as neighbours - paedophiles
2016,q429c,People you do not want to have as neighbours - drug addicts
2016,q429d,People you do not want to have as neighbours - people of a different race
2016,q429e,People you do not want to have as neighbours - people who have AIDS
2016,q429f,People you do not want to have as neighbours - Elderly people
2016,q429g,People you do not want to have as neighbours - immigrants / foreign workers
2016,q429h,People you do not want to have as neighbours - homosexuals
2016,q429i,People you do not want to have as neighbours - gypsies
2016,q429j,People you do not want to have as neighbours - people of a different religion
2016,q429k,People you do not want to have as neighbours - poor people
2016,q429l,People you do not want to have as neighbours - heavy drinkers
2016,q429m,People you do not want to have as neighbours - unmarried couples living together
2016,q429n,People you do not want to have as neighbours - Jewish people
2016,q429o,People you do not want to have as neighbours - people who speak a different lang
2016,q601,Actively looking for a job
2016,q602,Time actively looking for a job /months/
2016,q603,Reason cannot find job
2016,q604,Main source for employment information
2016,q605,Willing to move for employment
2016,q606,Refused a job in the past 3 months
2016,q607,Main reason for job refusal
2016,q608,Reason not looking for a job
2016,q701,Tried to start a business
2016,q702,Is the business the primary occupation
2016,q703,Top obstacle for operation and growth of business
2016,q704,Main reason unable to set up business
2016,q705_m,Primary respondent - (7.05) When was the last time you tried to set up a busines
2016,q705_y,Primary respondent - (7.05) When was the last time you tried to set up a busines
2016,q706,Sector of business
2016,q707,Attempt to borrow money for the business
2016,q708,Reason for not borrowing any money
2016,q709,Successful in borrowing money
2016,q710,Borrowed from whom
2016,q801a,Interacting with the road police requires unofficial payments
2016,q801b,"Requesting official documents (e.g. passport, visa, birth or marriage certificat"
2016,q801c,Going to courts for a civil matter requires unofficial payments
2016,q801d,Receiving public education (primary or secondary) requires unofficial payments
2016,q801e,Receiving public education (vocation) requires unofficial payments
2016,q801f,Receiving medical treatment in the public health system requires unofficial paym
2016,q801g,Requesting unemployment benefits requires unofficial payments
2016,q801h,Requesting other social security benefits requires unofficial payments
2016,q802a,Interacted with the road police in the past 12 months
2016,q802b,"Requested official documents (e.g. passport, visa, birth or marriage certificate"
2016,q802c,Went to courts for a civil matter in the past 12 months
2016,q802d,Received public education (primary or secondary) in the past 12 months
2016,q802e,Received public education (vocation) in the past 12 months
2016,q802f,Received medical treatment in the public health system in the past 12 months
2016,q802g,Requested unemployment benefits in the past 12 months
2016,q802h,Requested other social security benefits in the past 12 months
2016,q803a,Interacted with the road police and satisfied
2016,q803b,"Requested official documents (e.g. passport, visa, birth or marriage certificate"
2016,q803c,Went to courts for a civil matter and satisfied
2016,q803d,Received public education (primary or secondary) and satisfied
2016,q803e,Received public education (vocation) and satisfied
2016,q803f,Received medical treatment in the public health system and satisfied
2016,q803g,Requested unemployment benefits and satisfied
2016,q803h,Requested other social security benefits and satisfied
2016,q804a,Interacted with the road police in the past 12 months and unofficial payment was
2016,q804b,"Requested official documents (e.g. passport, visa, birth or marriage certificate"
2016,q804c,Went to courts for a civil matter in the past 12 months and unofficial payment w
2016,q804d,Received public education (primary or secondary) in the past 12 months and unoff
2016,q804e,Received public education (vocation) in the past 12 months and unofficial paymen
2016,q804f,Received medical treatment in the public health system in the past 12 months and
2016,q804g,Requested unemployment benefits in the past 12 months and unofficial payment was
2016,q804h,Requested other social security benefits in the past 12 months and unofficial pa
2016,q805a,Interacted with the road police in the past 12 months and reported unofficial pa
2016,q805b,"Requested official documents (e.g. passport, visa, birth or marriage certificate"
2016,q805c,Went to courts for a civil matter and reported unofficial payment
2016,q805d,Received public education (primary or secondary) and reported unofficial payment
2016,q805e,Received public education (vocation) and reported unofficial payment
2016,q805f,Received medical treatment in the public health system and reported unofficial p
2016,q805g,Requested unemployment benefits and reported unofficial payment
2016,q805h,Requested other social security benefits and reported unofficial payment
2016,q806a,What happened when reported incident after interacting with the road police
2016,q806b,What happened when reported incident after requesting official documents (e.g. p
2016,q806c,What happened when reported incident after going to courts for a civil matter
2016,q806d,What happened when reported incident after receiving public education (primary o
2016,q806e,What happened when reported incident after receiving public education (vocation)
2016,q806f,What happened when reported incident after receiving medical treatment in the pu
2016,q806g,What happened when reported incident after requesting unemployment benefits
2016,q806h,What happened when reported incident after requesting other social security bene
2016,q807a,Why made payment when interacting with the road police
2016,q807b,"Why made payment when requesting official documents (e.g. passport, visa, birth"
2016,q807c,Why made payment when going to courts for a civil matter
2016,q807d,Why made payment when receiving public education (primary or secondary)
2016,q807e,Why made payment when receiving public education (vocation)
2016,q807f,Why made payment when receiving medical treatment in the public health system
2016,q807g,Why made payment when requesting unemployment benefits
2016,q807h,Why made payment when requesting other social security benefits
2016,q809a,Problem encountered with local public school - no textbooks or other supplies th
2016,q809b,Problem encountered with local public school - poor teaching
2016,q809c,Problem encountered with local public school - frequent and unjustified absence
2016,q809d,Problem encountered with local public school - overcrowded classrooms
2016,q809e,Problem encountered with local public school - facilities in poor condition
2016,q809f,Problem encountered with local public school - payments required for services th
2016,q809g,Problem encountered with local public school - none of the above
2016,q811a,Problem encountered with local public health - frequent and unjustified absence
2016,q811b,Problem encountered with local public health - treated disrespectfully by staff
2016,q811c,Problem encountered with local public health - no drugs available
2016,q811d,Problem encountered with local public health - long waiting times
2016,q811e,Problem encountered with local public health - facilities not clean
2016,q811f,Problem encountered with local public health - payments required for services th
2016,q811g,Problem encountered with local public health - none of the above
2016,q812a,Overall performance of - local government
2016,q812b,Overall performance of - regional government
2016,q812c,Overall performance of - national government
2016,q813a,Change in overall performance of - local government in the past 4 years
2016,q813b,Change in overall performance of - regional government in the past 4 years
2016,q813c,Change in overall performance of - national government in the past 4 years
2016,q814a,How many are corrupt - the [President][Prime Minister]  and Officials in his off
2016,q814b,How many are corrupt - members of the Parliament
2016,q814c,How many are corrupt - government officials
2016,q814d,How many are corrupt - local government representatives
2016,q814e,"How many are corrupt - tax Officials, like Ministry of Finance officials or loca"
2016,q814g,How many are corrupt - judges and magistrates
2016,q814h,How many are corrupt - business executives
2016,q814i,How many are corrupt - religious leaders
2016,q814if,How many are corrupt - police
2016,q815,Reason people do not report incidences of corruption
2016,q816,Thing an ordinary person can do to combat corruption
2016,q817a,In our society it is generally acceptable for people to report a case of corrupt
2016,q817b,"If I would witness an act of corruption, I would feel personally obliged to repo"
2016,q817c,I would report a case of corruption even if I would have to spend a day in court
2016,q817d,Ordinary people can make a difference in the fight against corruption
2016,q818,How well the government is fighting corruption
2016,q901,Assessment of current health
2016,q902,Weight in kilograms
2016,q903,Height in centimetres
2016,q904a,How often used as a source for information about the country - newspaper
2016,q904b,How often used as a source for information about the country - news broadcasts o
2016,q904c,How often used as a source for information about the country - printed magazines
2016,q904d,How often used as a source for information about the country - in-depth reports
2016,q904e,"How often used as a source for information about the country - internet, email"
2016,q904f,"How often used as a source for information about the country - talk with family,"
2016,q904g,How often used as a source for information about the country - social media
2016,q905,Hours of TV watched yesterday
2016,q906_97,Mother's family: DK
2016,q906a,q906a
2016,q906b,Region of mother's family in 1939
2016,q906c,Urban/rural status of location where mother's family lived in 1939
2016,q907_97,Father's family: DK
2016,q907a,q907a
2016,q907b,Region of father's family in 1939
2016,q907c,Urban/rural status of location where father's family lived in 1939
2016,q908,Length of time in this city/town/village /YEARS/
2016,q909_99,Moved from: Refusual
2016,q909a,q909a
2016,q909b,Region moved from
2016,q909c,Urban/rural status of the location where moved from
2016,q910_99,Birthplace: Refusual
2016,q910a,q910a
2016,q910b,Region of birth
2016,q910c,Urban/rural status of the place of birth
2016,q911_99,"Place of secondary school: Refusual, Not Applicable"
2016,q911a,q911a
2016,q911b,Region of secondary school
2016,q911c,Urban/rural status of the place of secondary school
2016,q912,Intention to move abroad in the next 12 months
2016,q913,Intention to move within the country in the next 12 months
2016,q914_97,Country/Region of intended move
2016,q914a,q914a
2016,q914b,Region of intended move
2016,q915,Friends or relatives in place of intended move
2016,q916a,Sector of primary occupation of father
2016,q916b,Sector of primary occupation of mother
2016,q917,Currently member of political party
2016,q918,Political party of membership
2016,q918_party,Political party
2016,q919a,Member of - church and religious organisations
2016,q919b,Member of - sport and recreational organisations and associations
2016,q919c,"Member of - art, music or educational organisations"
2016,q919d,Member of - labour unions
2016,q919e,Member of - environmental organisations
2016,q919f,Member of - professional associations
2016,q919g,Member of - humanitarian or charitable organisations
2016,q919h,Member of - youth associations
2016,q919i,Member of - women's groups
2016,q919j,Member of - farming cooperatives
2016,q920_97,Don't know
2016,q920_99,Refusal
2016,q920a,Respondent was member of the Communist party prior to [1989][1991]
2016,q920b,Father was member of the Communist party prior to [1989][1991]
2016,q920c,Mother was member of the Communist party prior to [1989][1991]
2016,q920d,Other member of the family was member of the Communist party prior to [1989][199
2016,q920e,Nobody was member of the Communist party prior to [1989][1991]
2016,q921a,How likely to - attend a lawful demonstration
2016,q921b,How likely to - participate in a strike
2016,q921c,How likely to - sign petitions
2016,q922,Religion of the respondent
2016,q923,Ethnicity of respondent
2016,q923_ethnicity,Ethnicity
2016,q924a,"Respondent, parents or grandparents physically injured or parents or grandparent"
2016,q924b,"Respondent, parents or grandparents had to move as a result of the Second World"
2016,q924c,Respondent or members of his/her household physically injured as a result of cou
2016,q924d,Any members of respondent's household killed as a result of country's conflict
2016,q924e,Household had to move as a result of country's conflict
2016,q925_93,(9.25) Did the government in [COUNTRY] before [1989] [1991] engage in persecutio
2016,q925_97,(9.25) Did the government in [COUNTRY] before [1989] [1991] engage in persecutio
2016,q925_99,(9.25) Did the government in [COUNTRY] before [1989] [1991] engage in persecutio
2016,q925a,"Respondent was a victim of persecution, torture or acts of violence by pre-[1989"
2016,q925b,"Respondent's immediate family a victim of persecution, torture or acts of violen"
2016,q925c,"Respondent's grandparents were victim of persecution, torture or acts of violenc"
2016,q925d,"Respondent's other relatives were a victim of persecution, torture or acts of vi"
2016,q926a_1,a. Sent to labor camp or prison for political reason: Yourself
2016,q926a_2,a. Sent to labor camp or prison for political reason: Your immediate family
2016,q926a_3,a. Sent to labor camp or prison for political reason: Your grandparents
2016,q926a_4,a. Sent to labor camp or prison for political reason: Any other relatives
2016,q926a_93,a. Sent to labor camp or prison for political reason: None of these
2016,q926a_97,a. Sent to labor camp or prison for political reason: Don't know
2016,q926a_99,a. Sent to labor camp or prison for political reason: Refusal
2016,q926b_1,b. Prohibited from practicing own religion: Yourself
2016,q926b_2,b. Prohibited from practicing own religion: Your immediate family
2016,q926b_3,b. Prohibited from practicing own religion: Your grandparents
2016,q926b_4,b. Prohibited from practicing own religion: Any other relatives
2016,q926b_93,b. Prohibited from practicing own religion: None of these
2016,q926b_97,b. Prohibited from practicing own religion: Don't know
2016,q926b_99,b. Prohibited from practicing own religion: Refusal
2016,q926c_1,c. Prohibited from moving internally: Yourself
2016,q926c_2,c. Prohibited from moving internally: Your immediate family
2016,q926c_3,c. Prohibited from moving internally: Your grandparents
2016,q926c_4,c. Prohibited from moving internally: Any other relatives
2016,q926c_93,c. Prohibited from moving internally: None of these
2016,q926c_97,c. Prohibited from moving internally: Don't know
2016,q926c_99,c. Prohibited from moving internally: Refusal
2016,q926d_1,d. Prohibited from going abroad: Yourself
2016,q926d_2,d. Prohibited from going abroad: Your immediate family
2016,q926d_3,d. Prohibited from going abroad: Your grandparents
2016,q926d_4,d. Prohibited from going abroad: Any other relatives
2016,q926d_93,d. Prohibited from going abroad: None of these
2016,q926d_97,d. Prohibited from going abroad: Don't know
2016,q926d_99,d. Prohibited from going abroad: Refusal
2016,q926e_1,e. Prohibited from choosing one s profession: Yourself
2016,q926e_2,e. Prohibited from choosing one s profession: Your immediate family
2016,q926e_3,e. Prohibited from choosing one s profession: Your grandparents
2016,q926e_4,e. Prohibited from choosing one s profession: Any other relatives
2016,q926e_93,e. Prohibited from choosing one s profession: None of these
2016,q926e_97,e. Prohibited from choosing one s profession: Don't know
2016,q926e_99,e. Prohibited from choosing one s profession: Refusal
2016,q926f_1,f. Not allowed to study at university: Yourself
2016,q926f_2,f. Not allowed to study at university: Your immediate family
2016,q926f_3,f. Not allowed to study at university: Your grandparents
2016,q926f_4,f. Not allowed to study at university: Any other relatives
2016,q926f_93,f. Not allowed to study at university: None of these
2016,q926f_97,f. Not allowed to study at university: Don't know
2016,q926f_99,f. Not allowed to study at university: Refusal
2016,q926g_1,g. Pressured to serve as an informant for the secret service: Yourself
2016,q926g_2,g. Pressured to serve as an informant for the secret service: Your immediate fam
2016,q926g_3,g. Pressured to serve as an informant for the secret service: Your grandparents
2016,q926g_4,g. Pressured to serve as an informant for the secret service: Any other relative
2016,q926g_93,g. Pressured to serve as an informant for the secret service: None of these
2016,q926g_97,g. Pressured to serve as an informant for the secret service: Don't know
2016,q926g_99,g. Pressured to serve as an informant for the secret service: Refusal
2016,q927,Measured height in centimetres
2016,q928_1,"Was anyone present when completing the primary respondent: Yes, child/children"
2016,q928_2,"Was anyone present when completing the primary respondent: Yes, other member(s)"
2016,q928_3,"Was anyone present when completing the primary respondent: Yes, other people"
2016,q928_4,Was anyone present when completing the primary respondent: No
